87.0,5.273206655150468e-05,6.061157074885595e-07,-1643380,1
14.25,4.378636861208734e-05,3.072727621900866e-06,-1296670,1
18.5,5.977262171603966e-05,3.230952525191333e-06,-1233170,1
142.0,8.905529267520218e-05,6.271499484169167e-07,-1588262,1
137.0,9.827234350846612e-05,7.173163759742053e-07,-1388618,1
103.0,8.012727011058341e-05,7.779346612678001e-07,-1280414,1
6.833333333333333,4.7809787013229315e-05,6.996554197057949e-06,-854202,1
164.0,0.00013187148962517137,8.040944489339718e-07,-1238758,1
190.0,0.0001567967254241764,8.25245923285139e-07,-1207008,1
101.0,9.750823027389193e-05,9.654280225137815e-07,-1031748,1
21.666666666666668,6.510905767159993e-05,3.00503343099692e-06,-994410,1
330.0,0.00020113734023295362,6.09507091615011e-07,-1634236,1
321.0,0.0002552876758085104,7.952887096838329e-07,-1252474,1
175.0,0.00014463108741916155,8.264633566809231e-07,-1205230,1
338.0,0.00022025426987012817,6.516398516867697e-07,-1528572,1
221.0,0.00021607246738136792,9.77703472313882e-07,-1018794,1
291.0,0.00022428782833888272,7.707485509927241e-07,-1292352,1
191.0,0.00019117396831116315,1.0009108288542574e-06,-995172,1
5.428571428571429,4.522598113600524e-05,8.331101788211491e-06,-836930,1
6.5,5.055906660184735e-05,7.778317938745746e-06,-768350,1
7.6,4.648147468594425e-05,6.115983511308453e-06,-814324,1
232.0,0.0002372988840815408,1.0228400175928483e-06,-973836,1
190.0,0.00017030812324929972,8.96358543417367e-07,-1111250,1
262.0,0.00021378505626137262,8.159734971808116e-07,-1220724,1
318.0,0.00023063784418890545,7.252762395877529e-07,-1373378,1
124.0,0.0001337020923299207,1.0782426800800056e-06,-923798,1
134.0,0.00015074302813494875,1.124947971156334e-06,-885444,1
230.0,0.00018650967417570833,8.109116268509058e-07,-1228344,1
275.0,0.0002216258472151705,8.05912171691529e-07,-1235964,1
302.0,0.00022588474642193325,7.479627364964677e-07,-1331722,1
116.0,0.00014377432388884757,1.2394338266279964e-06,-803656,1
282.0,0.0002477335020029517,8.784875957551479e-07,-1133856,1
142.0,0.00015062557346444123,1.0607434751016987e-06,-939038,1
275.0,0.00025440702348408106,9.25116449033022e-07,-1076706,1
258.0,0.00021937656242028468,8.502967535669949e-07,-1171448,1
253.0,0.00023549889929862285,9.308256889273631e-07,-1070102,1
113.0,0.00011576208330772226,1.0244432151125864e-06,-972312,1
22.75,0.00012731457192224018,5.5962449196589085e-06,-711962,1
220.0,0.0002395183503717978,1.0887197744172628e-06,-914908,1
241.0,0.00022773446728088827,9.449562957713206e-07,-1054100,1
55.5,0.00012458331930368025,2.244744491958203e-06,-887476,1
44.5,9.636101817866849e-05,2.1654161388464827e-06,-919988,1
274.0,0.00023237668769930116,8.4809010109234e-07,-1174496,1
3.4444444444444446,4.548021977215877e-05,1.3203934772562224e-05,-678942,1
5.25,5.844779359579176e-05,1.1132913065865098e-05,-715772,1
36.0,0.00010785062688176875,2.9958507467157986e-06,-664972,1
77.5,0.0002066088161981312,2.6659202090081443e-06,-747268,1
292.0,0.00022975482327762566,7.868315865672111e-07,-1265936,1
116.0,0.00014220130065155164,1.2258732814788935e-06,-812546,1
4.777777777777778,6.15878199344018e-05,1.2890473939758519e-05,-695452,1
6.333333333333333,5.944140719710301e-05,9.385485346911003e-06,-636778,1
130.5,0.0004257609865909758,3.2625362957162898e-06,-1221232,1
14.0,0.00010541851149061775,7.529893677901268e-06,-661416,1
202.0,0.0002553697171970013,1.264206520777234e-06,-787908,1
16.4,9.786020311959233e-05,5.967085556072703e-06,-834644,1
19.333333333333332,7.689350249903884e-05,3.977250129260629e-06,-751332,1
13.833333333333334,9.95078557255981e-05,7.193338968115525e-06,-830834,1
609.0,0.0004490008073167225,7.372755456760632e-07,-1351026,1
18.0,9.623481294358234e-05,5.3463784968656856e-06,-745236,1
25.666666666666668,0.00010996386901446667,4.284306584979221e-06,-697484,1
35.5,0.00010974827455617643,3.0915006917232798e-06,-644398,1
10.4,7.651841224294596e-05,7.357539638744804e-06,-676910,1
11.0,9.093013259266607e-05,8.26637569024237e-06,-602488,1
101.0,0.00013550408189276394,1.3416245731956827e-06,-742442,1
7.142857142857143,7.44130669345537e-05,1.0417829370837519e-05,-669290,1
31.0,0.0001464682258445547,4.724781478856603e-06,-632460,1
95.0,0.0001556828330998091,1.6387666642085167e-06,-607822,1
143.0,0.00021820401312275882,1.525902189669642e-06,-652780,1
37.0,0.00011677910600860062,3.1561920542865035e-06,-631190,1
75.0,0.00012677484787018255,1.6903313049357675e-06,-589280,1
169.0,0.0002140649541470335,1.2666565334143993e-06,-786384,1
173.0,0.00021167905539751003,1.223578354898902e-06,-814070,1
102.0,0.00017905102954341988,1.755402250425685e-06,-567436,1
30.666666666666668,0.00015830816749692417,5.162222853160571e-06,-578866,1
33.0,0.00015814064933509044,4.792140888942135e-06,-623570,1
404.0,0.0004581589720908606,1.1340568616110413e-06,-878332,1
153.0,0.0002356637863315004,1.5402861851732052e-06,-646684,1
194.0,0.00024007078375686027,1.2374782667879396e-06,-804926,1
45.75,0.00020910462086932676,4.570592805886924e-06,-871728,1
33.6,0.0001981424148606811,5.897095680377414e-06,-844550,1
24.666666666666668,0.00019288539609928386,7.819678220241237e-06,-764286,1
145.0,0.00021417229792105165,1.4770503304900114e-06,-674370,1
165.0,0.00027313584783850224,1.6553687747788014e-06,-601726,1
14.5,0.00013919888640890872,9.599923200614396e-06,-622554,1
18.0,0.00014792170011340664,8.21787222852259e-06,-606044,1
59.666666666666664,0.00021922572901740333,3.6741742293419556e-06,-813308,1
60.333333333333336,0.0002415120522519998,4.002962192022096e-06,-746506,1
30.666666666666668,0.0001515900477838194,4.943153732081068e-06,-604520,1
160.0,0.00022329216384062522,1.3955760240039077e-06,-713740,1
296.0,0.0003993066094686929,1.3490088157726112e-06,-738378,1
184.0,0.00022161198631786866,1.2044129691188514e-06,-827024,1
134.0,0.00022014670971027707,1.6428858933602767e-06,-606298,1
120.0,0.00024021859892502177,2.001821657708515e-06,-497586,1
48.0,0.00017534726978821338,3.653068120587779e-06,-545338,1
29.0,0.00020918238540051213,7.213185703465936e-06,-414274,1
