0.0,0.27999999999999997,0.6,2.12,4.6,4.92,5.76,2.2800000000000002,0.5599999999999999,1.6,1
0.0,0.04,1.4000000000000001,1.52,1.48,2.4,3.5999999999999996,2.16,3.2,0.44,1
0.0,0.24,1.96,2.2399999999999998,4.36,4.24,5.76,1.8800000000000001,0.36,0.0,1
0.0,0.48,0.88,2.1999999999999997,3.2,3.7199999999999998,2.2399999999999998,5.4399999999999995,0.44,0.12,1
0.0,0.0,0.48,3.6799999999999997,6.16,6.279999999999999,3.2399999999999998,0.64,0.08,0.0,1
0.0,0.0,1.0,1.6400000000000001,4.96,6.0,5.52,3.7199999999999998,2.7199999999999998,1.8399999999999999,1
0.0,0.04,0.5599999999999999,0.72,2.1999999999999997,3.64,3.0,3.1199999999999997,0.72,1.68,1
0.0,0.48,0.6,2.48,6.4,7.3999999999999995,0.9199999999999999,0.0,0.16,0.36,1
5.48,5.6000000000000005,6.36,7.359999999999999,8.0,7.68,3.64,2.96,2.64,2.2800000000000002,1
0.12,0.48,1.24,2.56,3.7199999999999998,4.04,2.6,3.2399999999999998,0.8,0.12,1
0.08,0.44,0.6799999999999999,1.96,2.64,3.5999999999999996,4.5600000000000005,2.76,0.44,0.08,1
0.0,0.16,1.28,3.44,5.04,6.800000000000001,7.3999999999999995,3.8,1.5599999999999998,2.04,1
0.0,0.04,0.6799999999999999,1.6400000000000001,3.16,5.800000000000001,7.88,4.12,0.48,0.04,1
0.0,1.16,2.64,4.44,5.92,5.800000000000001,2.8000000000000003,0.4,0.5599999999999999,0.08,1
0.04,0.04,0.16,1.3599999999999999,2.88,4.24,5.4399999999999995,6.72,1.76,0.0,1
0.0,0.24,0.84,1.44,4.16,5.96,3.88,0.6799999999999999,0.27999999999999997,0.6,1
0.24,0.04,0.44,1.5599999999999998,3.2399999999999998,5.64,6.76,3.5999999999999996,0.48,0.32,1
0.24,0.6,0.36,1.6,4.16,6.4799999999999995,2.7199999999999998,0.44,0.36,0.0,1
0.04,0.4,0.4,2.2399999999999998,3.88,3.44,2.64,1.52,0.72,1.24,1
0.0,0.2,0.44,2.4,3.44,3.2800000000000002,3.52,1.52,0.08,0.0,1
0.0,0.44,0.5599999999999999,1.1199999999999999,3.04,3.32,3.4799999999999995,1.5599999999999998,0.6799999999999999,1.6,1
0.0,0.04,0.64,3.32,5.4,4.3999999999999995,0.72,0.08,0.36,0.2,1
0.0,0.52,1.5599999999999998,1.4000000000000001,2.08,3.32,3.1199999999999997,2.36,0.0,0.0,1
0.0,0.04,0.2,0.5599999999999999,1.96,3.32,4.36,5.800000000000001,0.72,0.08,1
0.0,0.16,0.44,1.32,3.0,4.8,6.239999999999999,6.12,0.44,0.04,1
0.0,0.04,0.12,0.96,4.2,6.12,5.2,0.84,1.24,0.16,1
0.0,0.16,1.0,1.8399999999999999,4.6,6.279999999999999,1.8800000000000001,0.0,0.32,0.2,1
0.32,0.76,3.1199999999999997,3.2,4.5600000000000005,3.4799999999999995,5.56,2.92,0.0,0.0,1
0.44,1.04,2.7199999999999998,3.84,6.04,5.319999999999999,5.4399999999999995,1.72,1.08,0.12,1
0.08,0.04,0.24,1.4000000000000001,3.7199999999999998,5.12,6.959999999999999,6.52,1.0,1.1199999999999999,1
0.04,0.04,0.4,1.96,3.2800000000000002,3.2,2.48,0.0,0.0,0.0,1
0.0,0.12,0.44,2.52,5.6000000000000005,6.32,4.12,0.48,0.5599999999999999,1.28,1
0.0,0.0,0.0,0.8,2.52,5.4,6.2,2.32,0.24,0.0,1
0.04,0.4,0.84,2.48,5.48,7.16,4.32,0.48,0.04,0.32,1
0.08,0.64,2.08,4.0,5.04,3.4799999999999995,4.24,1.52,0.12,0.0,1
0.12,0.52,0.27999999999999997,1.5599999999999998,3.2800000000000002,6.32,6.64,3.92,0.32,0.16,1
0.27999999999999997,0.36,0.16,0.88,3.0,5.2,5.56,2.2399999999999998,0.0,0.0,1
0.0,0.0,0.0,0.16,1.7999999999999998,4.96,4.36,1.16,0.6,0.08,1
2.8400000000000003,2.68,2.8000000000000003,3.6799999999999997,5.24,6.6000000000000005,6.4799999999999995,5.88,0.12,0.0,1
4.4799999999999995,4.3999999999999995,5.0,6.52,7.68,7.08,4.88,1.32,1.3599999999999999,0.08,1
0.4,0.0,0.4,2.48,3.84,4.760000000000001,5.28,1.24,1.7999999999999998,4.12,1
0.0,0.36,1.1199999999999999,2.56,2.56,3.36,2.08,4.52,0.44,0.16,1
2.56,1.7999999999999998,3.2800000000000002,5.28,6.959999999999999,5.84,6.36,0.8,0.12,0.0,1
0.0,0.12,1.52,1.96,2.0,1.96,2.36,1.96,3.4000000000000004,0.84,1
0.0,0.2,1.52,1.6,1.92,2.1999999999999997,3.9600000000000004,2.4,3.0,0.0,1
0.0,0.2,0.32,0.4,2.0,2.52,2.76,2.4,0.32,0.0,1
0.0,0.12,0.76,1.92,4.0,3.5999999999999996,3.56,0.48,0.6,0.0,1
0.52,0.2,0.6,1.44,3.52,4.96,6.800000000000001,9.08,4.32,2.36,1
0.0,0.16,0.4,1.44,2.88,3.7199999999999998,3.5999999999999996,2.8000000000000003,0.27999999999999997,0.6,1
0.0,0.44,2.4,2.52,3.7199999999999998,3.2399999999999998,4.3999999999999995,1.6400000000000001,0.2,0.0,1
0.0,0.4,2.08,2.04,3.88,3.32,4.68,1.1199999999999999,0.2,0.0,1
5.6000000000000005,1.8800000000000001,0.16,0.72,1.1199999999999999,1.8399999999999999,2.8000000000000003,2.4,3.32,0.16,1
0.44,0.48,1.0,2.68,4.5600000000000005,3.88,3.0,1.8800000000000001,0.08,0.0,1
0.0,0.0,0.24,0.88,4.44,5.680000000000001,5.28,0.64,0.0,0.0,1
0.0,0.36,1.16,2.08,1.96,2.4,1.76,4.24,0.4,0.12,1
0.0,0.24,1.0,1.6400000000000001,2.2800000000000002,2.16,2.32,3.7199999999999998,0.32,0.12,1
0.0,0.52,0.6799999999999999,1.7999999999999998,2.36,3.2800000000000002,1.6,4.04,0.4,0.0,1
0.72,0.52,0.72,1.7999999999999998,2.6,4.96,6.52,7.48,7.5200000000000005,2.7199999999999998,1
0.0,0.0,0.48,2.4,4.2,5.2,2.96,0.8,0.08,0.0,1
0.0,0.0,0.32,3.08,4.4799999999999995,4.24,2.36,0.0,0.0,0.0,1
0.0,0.0,0.24,2.8400000000000003,4.96,4.64,1.4000000000000001,0.0,0.0,0.0,1
0.0,0.08,0.64,1.5599999999999998,3.52,3.9600000000000004,3.4000000000000004,1.04,0.72,0.5599999999999999,1
0.0,0.12,0.52,1.08,2.36,4.64,3.7199999999999998,2.44,0.16,0.0,1
0.08,0.48,1.4000000000000001,2.4,4.24,4.8,4.72,0.96,0.44,0.12,1
0.0,0.04,0.76,1.08,3.64,2.2399999999999998,2.68,0.72,1.6400000000000001,1.04,1
0.0,0.12,0.16,1.08,4.5600000000000005,5.6000000000000005,0.9199999999999999,0.08,0.4,0.64,1
0.0,0.12,0.44,2.32,5.76,5.64,0.4,0.0,0.0,0.0,1
